Links,Text in links
https://en.wikipedia.org/wiki/Avery_Brundage,Avery Brundage
https://en.wikipedia.org/wiki/Natalia_Kuchinskaya,Natalia Kuchinskaya
https://en.wikipedia.org/wiki/Soviet_Union,Soviet Union
https://en.wikipedia.org/wiki/Czechoslovakia,Czechoslovakian
https://en.wikipedia.org/wiki/V%C4%9Bra_%C4%8C%C3%A1slavsk%C3%A1,Věra Čáslavská
https://en.wikipedia.org/wiki/Soviet_invasion_of_Czechoslovakia,Soviet invasion of Czechoslovakia
https://en.wikipedia.org/wiki/Larisa_Petrik,Larisa Petrik
https://en.wikipedia.org/wiki/Ludvik_Vaculik,Ludvik Vaculik
https://en.wikipedia.org/wiki/The_Two_Thousand_Words,Two Thousand Words
https://en.wikipedia.org/wiki/Judoka,judoka
https://en.wikipedia.org/wiki/Arash_Miresmaeili,Arash Miresmaeili
https://en.wikipedia.org/wiki/2004_Summer_Olympics,2004 Summer Olympics
https://en.wikipedia.org/wiki/2022_Russian_invasion_of_Ukraine,Russian invasion of Ukraine
https://en.wikipedia.org/wiki/Thomas_Hicks_(athlete),Thomas Hicks
https://en.wikipedia.org/wiki/Strychnine,strychnine
https://en.wikipedia.org/wiki/1960_Summer_Olympics,1960 Summer Olympics
https://en.wikipedia.org/wiki/Rome,Rome
https://en.wikipedia.org/wiki/Knud_Enemark_Jensen,Knud Enemark Jensen
https://en.wikipedia.org/wiki/Amphetamines,amphetamines
https://en.wikipedia.org/wiki/Andrew_Jennings,Andrew Jennings
https://en.wikipedia.org/wiki/KGB,KGB
https://en.wikipedia.org/wiki/International_Olympic_Committee,International Olympic Committee
https://en.wikipedia.org/wiki/Doping_test,doping tests
https://en.wikipedia.org/wiki/1980_Summer_Olympics,1980 Summer Olympics
https://en.wikipedia.org/wiki/Soviet_Union,Soviet Union
https://en.wikipedia.org/wiki/Track_and_field,track and field
https://en.wikipedia.org/wiki/1984_Summer_Olympics,1984 Summer Olympics
https://en.wikipedia.org/wiki/Los_Angeles,Los Angeles
https://en.wikipedia.org/wiki/Hans-Gunnar_Liljenwall,Hans-Gunnar Liljenwall
https://en.wikipedia.org/wiki/Modern_pentathlon,pentathlete
https://en.wikipedia.org/wiki/1968_Summer_Olympics,1968 Summer Olympics
https://en.wikipedia.org/wiki/1988_Summer_Olympics,1988 Summer Olympics
https://en.wikipedia.org/wiki/Ben_Johnson_(Canadian_sprinter),Ben Johnson
https://en.wikipedia.org/wiki/Athletics_at_the_1988_Summer_Olympics_%E2%80%93_Men%27s_100_metres,100-metre dash
https://en.wikipedia.org/wiki/Stanozolol,stanozolol
https://en.wikipedia.org/wiki/World_Anti-Doping_Agency,World Anti-Doping Agency
https://en.wikipedia.org/wiki/2000_Summer_Olympics,2000 Summer Olympics
https://en.wikipedia.org/wiki/2002_Winter_Olympics,2002 Winter Olympics
https://en.wikipedia.org/wiki/Doping_in_sport,Doping
https://en.wikipedia.org/wiki/Russian_sports,Russian sports
https://en.wikipedia.org/wiki/Russia,Russia
https://en.wikipedia.org/wiki/List_of_stripped_Olympic_medals,Olympic medals stripped
https://en.wikipedia.org/wiki/Cover-up,cover-up
https://en.wikipedia.org/wiki/2016_Summer_Olympics,2016 Summer Olympics
https://en.wikipedia.org/wiki/2018_Winter_Olympics,2018 Winter Olympics
https://en.wikipedia.org/wiki/Olympic_Athletes_from_Russia_at_the_2018_Winter_Olympics,Olympic Athletes from Russia
https://en.wikipedia.org/wiki/Court_of_Arbitration_for_Sport,Court of Arbitration for Sport
https://en.wikipedia.org/wiki/Trimetazidine,trimetazidine
https://en.wikipedia.org/wiki/Kamila_Valieva,Kamila Valieva
https://en.wikipedia.org/wiki/Russian_Anti-Doping_Agency,Russian Anti-Doping Agency
https://en.wikipedia.org/wiki/2022_Russian_Figure_Skating_Championships,2022 Russian Figure Skating Championships
https://en.wikipedia.org/wiki/World_Anti-Doping_Agency,World Anti-Doping Agency
https://en.wikipedia.org/wiki/Court_of_Arbitration_for_Sport,Court of Arbitration for Sport
https://en.wikipedia.org/wiki/2022_Russian_invasion_of_Ukraine,2022 Russian invasion of Ukraine
https://en.wikipedia.org/wiki/1900_Summer_Olympics,1900 Summer Olympics
https://en.wikipedia.org/wiki/1992_Summer_Olympics,1992 Summer Olympics
https://en.wikipedia.org/wiki/Bahrain_at_the_Olympics,Bahrain
https://en.wikipedia.org/wiki/Fatema_Hameed_Gerashi,Fatema Hameed Gerashi
https://en.wikipedia.org/wiki/Mariam_Mohamed_Hadi_Al_Hilli,Mariam Mohamed Hadi Al Hilli
https://en.wikipedia.org/wiki/Robina_Muqimyar,Robina Muqimyar
https://en.wikipedia.org/wiki/Fariba_Rezayee,Fariba Rezayee
https://en.wikipedia.org/wiki/Afghanistan,Afghanistan at the Olympics
https://en.wikipedia.org/wiki/United_Arab_Emirates_at_the_Olympics,United Arab Emirates
https://en.wikipedia.org/wiki/Maitha_bint_Mohammed_bin_Rashid_Al_Maktoum,Maitha Al Maktoum
https://en.wikipedia.org/wiki/Latifa_bint_Ahmed_Al_Maktoum,Latifa Al Maktoum
https://en.wikipedia.org/wiki/Al_Maktoum,Dubai's ruling family
https://en.wikipedia.org/wiki/Brunei_at_the_Olympics,Brunei
https://en.wikipedia.org/wiki/Saudi_Arabia_at_the_Olympics,Saudi Arabia
https://en.wikipedia.org/wiki/Qatar_at_the_Olympics,Qatar
https://en.wikipedia.org/wiki/2012_Summer_Olympics,2012 Summer Olympics
https://en.wikipedia.org/wiki/Anita_DeFrantz,Anita DeFrantz
https://en.wikipedia.org/wiki/Qatar_Olympic_Committee,Qatar Olympic Committee
https://en.wikipedia.org/wiki/Shooting_at_the_2012_Summer_Olympics,shooting
https://en.wikipedia.org/wiki/Fencing_at_the_2012_Summer_Olympics,fencing
https://en.wikipedia.org/wiki/Ali_Al-Ahmed,Ali Al-Ahmed
https://en.wikipedia.org/wiki/Institute_for_Gulf_Affairs,Institute for Gulf Affairs
https://en.wikipedia.org/wiki/Maziah_Mahusin,Maziah Mahusin
https://en.wikipedia.org/wiki/Bahiya_al-Hamad,Bahiya al-Hamad
https://en.wikipedia.org/wiki/Maryam_Yusuf_Jamal,Maryam Yusuf Jamal
https://en.wikipedia.org/wiki/Bahrain,Bahrain
https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_1500_metres,1500 m race
https://en.wikipedia.org/wiki/Nordic_combined,Nordic combined
https://en.wikipedia.org/wiki/Synchronised_swimming,synchronised swimming
https://en.wikipedia.org/wiki/Rhythmic_gymnastics,rhythmic gymnastics
https://en.wikipedia.org/wiki/World_war,world wars
https://en.wikipedia.org/wiki/1916_Summer_Olympics,1916 Games
https://en.wikipedia.org/wiki/World_War_I,World War I
https://en.wikipedia.org/wiki/Russo-Georgian_War,Russo-Georgian War
https://en.wikipedia.org/wiki/2008_Summer_Olympics,2008 Summer Olympics
https://en.wikipedia.org/wiki/George_W._Bush,President Bush
https://en.wikipedia.org/wiki/Vladimir_Putin,Prime Minister Putin
https://en.wikipedia.org/wiki/Hu_Jintao,Hu Jintao
https://en.wikipedia.org/wiki/1972_Summer_Olympics,Summer Games
https://en.wikipedia.org/wiki/Munich,Munich
https://en.wikipedia.org/wiki/Israel_at_the_1972_Summer_Olympics,Israeli Olympic team
https://en.wikipedia.org/wiki/Palestine_Liberation_Organization,Palestinian
https://en.wikipedia.org/wiki/Black_September_Organization,Black September
https://en.wikipedia.org/wiki/Munich_massacre,Munich massacre
https://en.wikipedia.org/wiki/Barcelona,Barcelona
https://en.wikipedia.org/wiki/1992_Summer_Olympics,1992 Summer Olympics
https://en.wikipedia.org/wiki/ETA_(separatist_group),ETA
https://en.wikipedia.org/wiki/Vic_bombing,1991 bombing
https://en.wikipedia.org/wiki/Vic,Vic
https://en.wikipedia.org/wiki/1996_Summer_Olympics,1996 Summer Olympics
https://en.wikipedia.org/wiki/Centennial_Olympic_Park_bombing,a bomb was detonated at the Centennial Olympic Park
https://en.wikipedia.org/wiki/Eric_Rudolph,Eric Rudolph
https://en.wikipedia.org/wiki/Domestic_terrorism_in_the_United_States,American domestic terrorist
https://en.wikipedia.org/wiki/2002_Winter_Olympics,2002 Winter Olympics
https://en.wikipedia.org/wiki/September_11_attacks,September 11 attacks
https://en.wikipedia.org/wiki/World_Trade_Center_site,Ground Zero
https://en.wikipedia.org/wiki/New_York_City_Police_Department,NYPD
https://en.wikipedia.org/wiki/New_York_City_Fire_Department,FDNY
https://en.wikipedia.org/wiki/Ahn_Hyun-soo,Ahn Hyun-soo
https://en.wikipedia.org/wiki/Vic_Wild,Vic Wild
https://en.wikipedia.org/wiki/Single-elimination_tournament,single-elimination tournament
https://en.wikipedia.org/wiki/1896_Summer_Olympics,1896 Olympics
https://en.wikipedia.org/wiki/1904_Summer_Olympics,1904 Olympics
https://en.wikipedia.org/wiki/Olympic_diploma,Olympic diplomas
https://en.wikipedia.org/wiki/2004_Summer_Olympics,2004 Summer Olympics
https://en.wikipedia.org/wiki/Olive_wreath,olive wreaths
https://en.wikipedia.org/wiki/International_Olympic_Committee,IOC
https://en.wikipedia.org/wiki/2020_Summer_Olympics,2020 Summer Games
https://en.wikipedia.org/wiki/Summer_Olympic_Games,Summer Olympics
https://en.wikipedia.org/wiki/Australia_at_the_Olympics,Australia
https://en.wikipedia.org/wiki/France_at_the_Olympics,France
https://en.wikipedia.org/wiki/Great_Britain_at_the_Olympics,Great Britain
https://en.wikipedia.org/wiki/Greece_at_the_Olympics,Greece
https://en.wikipedia.org/wiki/Switzerland_at_the_Olympics,Switzerland
https://en.wikipedia.org/wiki/Refugee_Olympic_Team_at_the_2016_Summer_Olympics,Refugee Team
https://en.wikipedia.org/wiki/Winter_Olympic_Games,Winter Olympics
https://en.wikipedia.org/wiki/Austria_at_the_Olympics,Austria
https://en.wikipedia.org/wiki/Canada_at_the_Olympics,Canada
https://en.wikipedia.org/wiki/Finland_at_the_Olympics,Finland
https://en.wikipedia.org/wiki/Hungary_at_the_Olympics,Hungary
https://en.wikipedia.org/wiki/Italy_at_the_Olympics,Italy
https://en.wikipedia.org/wiki/Norway_at_the_Olympics,Norway
https://en.wikipedia.org/wiki/Poland_at_the_Olympics,Poland
https://en.wikipedia.org/wiki/Sweden_at_the_Olympics,Sweden
https://en.wikipedia.org/wiki/United_States_at_the_Olympics,United States
https://en.wikipedia.org/wiki/Asia,Asia
https://en.wikipedia.org/wiki/Oceania,Oceania
https://en.wikipedia.org/wiki/Rio_de_Janeiro,Rio de Janeiro
